,Year,State,Length,Value,Type_1,Type_2,Expense_1,Expense_2
2470,2019.0,Delaware,4-year,12839.0,Public,Out-of-State,Room,Board
2471,2019.0,District of Columbia,4-year,43143.0,Private,,Fees,Tuition
2472,2019.0,District of Columbia,4-year,16090.0,Private,,,Board
2473,2019.0,District of Columbia,4-year,5888.0,Public,In-State,Fees,Tuition
2474,,,,,,,,
2475,2019.0,Florida,4-year,26317.0,Private,,Fees,Tuition
2476,2019.0,Florida,4-year,12121.0,Private,,Room,Board
2477,2019.0,Florida,2-year,2506.0,Public,In-State,Fees,Tuition
2478,2019.0,Florida,4-year,4443.0,Public,In-State,Fees,Tuition
2479,,,,,,,,
2480,2019.0,Florida,2-year,9111.0,Public,Out-of-State,,Tuition
2481,2019.0,Florida,4-year,18456.0,Public,Out-of-State,Fees,Tuition
2482,2019.0,Florida,4-year,10616.0,Public,Out-of-State,Room,Board
2483,2019.0,Georgia,4-year,28839.0,Private,,Fees,Tuition
2484,2019.0,Georgia,4-year,12681.0,Private,,Room,Board
2485,2019.0,Georgia,2-year,2916.0,Public,In-State,Fees,Tuition
2486,2019.0,Georgia,4-year,7319.0,Public,In-State,Fees,Tuition
2487,2019.0,Georgia,4-year,10683.0,Public,In-State,Room,Board
2488,2019.0,Georgia,2-year,8038.0,Public,Out-of-State,Fees,Tuition
2489,2019.0,Georgia,4-year,22751.0,Public,Out-of-State,Fees,Tuition
2490,2019.0,Georgia,4-year,10683.0,Public,Out-of-State,Room,Board
2491,2019.0,Hawaii,4-year,17098.0,Private,,Fees,Tuition
2492,,,,,,,,
2493,2019.0,Hawaii,2-year,9999999.0,Public,In-State,Fees,Tuition
2494,2019.0,Hawaii,4-year,9952.0,Public,In-State,Fees,Tuition
2495,2019.0,Hawaii,4-year,11914.0,Public,In-State,Room,Board
2496,2019.0,Hawaii,2-year,8277.0,Public,Out-of-State,Fees,Tuition
2497,2019.0,Hawaii,4-year,31581.0,Public,Out-of-State,Fees,Tuition
2498,2019.0,Hawaii,4-year,11914.0,Public,Out-of-State,Room,Board
2499,2019.0,Idaho,4-year,6139.0,Private,,Fees,Tuition
2500,2019.0,Idaho,4-year,7019.0,Private,,Room,Board
2501,2019.0,Idaho,2-year,3345.0,Public,In-State,Fees,Tuition
2502,2019.0,Idaho,4-year,9999999.0,Public,In-State,Fees,Tuition
2503,2019.0,Idaho,4-year,8549.0,Public,In-State,Room,Board
2504,2019.0,Idaho,2-year,7971.0,Public,Out-of-State,Fees,Tuition
2505,2019.0,Idaho,4-year,23850.0,Public,Out-of-State,Fees,Tuition
2506,2019.0,Idaho,4-year,8549.0,Public,Out-of-State,Room,Board
2507,2019.0,Illinois,4-year,33454.0,Private,,Fees,Tuition
2508,2019.0,Illinois,4-year,13098.0,Private,,Room,Board
2509,2019.0,Illinois,2-year,3966.0,Public,In-State,Fees,Tuition
2510,2019.0,Illinois,4-year,14259.0,Public,In-State,Fees,Tuition
2511,2019.0,Illinois,4-year,11209.0,Public,In-State,Room,Board
2512,2019.0,Illinois,2-year,11480.0,Public,Out-of-State,Fees,Tuition
2513,2019.0,Illinois,4-year,28522.0,Public,Out-of-State,Fees,Tuition
2514,2019.0,Illinois,4-year,11209.0,Public,Out-of-State,Room,Board
2515,2019.0,Indiana,4-year,33402.0,Private,,Fees,Tuition
2516,2019.0,Indiana,4-year,11980.0,Private,,,Board
2517,2019.0,Indiana,2-year,4368.0,Public,In-State,Fees,Tuition
2518,2019.0,Indiana,4-year,9225.0,Public,In-State,,Tuition
2519,2019.0,Indiana,4-year,10530.0,Public,In-State,Room,Board
2520,2019.0,Indiana,2-year,8402.0,Public,Out-of-State,Fees,Tuition
2521,2019.0,Indiana,4-year,9999999.0,Public,Out-of-State,,Tuition
2522,9999.0,Indiana,4-year,10530.0,Public,Out-of-State,,Board
2523,2019.0,Iowa,4-year,33821.0,Private,,,Tuition
2524,2019.0,Iowa,4-year,9543.0,Private,,Room,Board
2525,2019.0,Iowa,2-year,5137.0,Public,In-State,Fees,Tuition
2526,2019.0,Iowa,4-year,9966.0,Public,In-State,Fees,Tuition
2527,2019.0,Iowa,4-year,10156.0,Public,In-State,,Board
2528,2019.0,Iowa,2-year,6449.0,Public,Out-of-State,,Tuition
2529,2019.0,Iowa,4-year,24521.0,Public,Out-of-State,,Tuition
2530,2019.0,Iowa,4-year,10156.0,Public,Out-of-State,,Board
2531,2019.0,Kansas,4-year,22571.0,Private,,Fees,Tuition
2532,2019.0,Kansas,4-year,9130.0,Private,,Room,Board
2533,,,,,,,,
2534,2019.0,Kansas,4-year,8941.0,Public,In-State,Fees,Tuition
2535,9999.0,Kansas,4-year,9678.0,Public,In-State,Room,Board
2536,2019.0,Kansas,2-year,4491.0,Public,Out-of-State,Fees,Tuition
2537,9999.0,Kansas,4-year,23302.0,Public,Out-of-State,Fees,Tuition
2538,2019.0,Kansas,4-year,9678.0,Public,Out-of-State,Room,Board
2539,,,,,,,,
2540,2019.0,Kentucky,4-year,9433.0,Private,,Room,Board
2541,2019.0,Kentucky,2-year,4274.0,Public,In-State,Fees,Tuition
2542,2019.0,Kentucky,4-year,10674.0,Public,In-State,,Tuition
2543,2019.0,Kentucky,4-year,9999999.0,Public,In-State,Room,Board
2544,9999.0,Kentucky,2-year,14418.0,Public,Out-of-State,Fees,Tuition
2545,2019.0,Kentucky,4-year,25430.0,Public,Out-of-State,Fees,Tuition
2546,2019.0,Kentucky,4-year,10639.0,Public,Out-of-State,,Board
2547,2019.0,Louisiana,4-year,37830.0,Private,,Fees,Tuition
2548,2019.0,Louisiana,4-year,13195.0,Private,,Room,Board
2549,2019.0,Louisiana,2-year,4143.0,Public,In-State,Fees,Tuition
2550,2019.0,Louisiana,4-year,9358.0,Public,In-State,Fees,Tuition
2551,9999.0,Louisiana,4-year,9847.0,Public,In-State,Room,Board
2552,2019.0,Louisiana,2-year,8034.0,Public,Out-of-State,Fees,Tuition
2553,2019.0,Louisiana,4-year,22208.0,Public,Out-of-State,Fees,Tuition
2554,2019.0,Louisiana,4-year,9847.0,Public,Out-of-State,Room,Board
2555,2019.0,Maine,4-year,38972.0,Private,,Fees,Tuition
2556,2019.0,Maine,4-year,13555.0,Private,,Room,Board
2557,2019.0,Maine,2-year,3753.0,Public,In-State,Fees,Tuition
2558,2019.0,Maine,4-year,9930.0,Public,In-State,Fees,Tuition
2559,2019.0,Maine,4-year,10265.0,Public,In-State,Room,Board
2560,2019.0,Maine,2-year,6614.0,Public,Out-of-State,,Tuition
2561,2019.0,Maine,4-year,27735.0,Public,Out-of-State,Fees,Tuition
2562,2019.0,Maine,4-year,10265.0,Public,Out-of-State,Room,Board
2563,2019.0,Maryland,4-year,43141.0,Private,,Fees,Tuition
2564,2019.0,Maryland,4-year,14081.0,Private,,Room,Board
2565,2019.0,Maryland,2-year,9999999.0,Public,In-State,Fees,Tuition
2566,2019.0,Maryland,4-year,9999999.0,Public,In-State,Fees,Tuition
2567,2019.0,Maryland,4-year,9999999.0,Public,In-State,Room,Board
2568,2019.0,Maryland,2-year,9990.0,Public,Out-of-State,Fees,Tuition
2569,2019.0,Maryland,4-year,26883.0,Public,Out-of-State,Fees,Tuition
2570,9999.0,Maryland,4-year,12374.0,Public,Out-of-State,Room,Board
2571,2019.0,Massachusetts,4-year,46016.0,Private,,Fees,Tuition
2572,2019.0,Massachusetts,4-year,15732.0,Private,,Room,Board
2573,2019.0,Massachusetts,2-year,5192.0,Public,In-State,Fees,Tuition
2574,,,,,,,,
2575,9999.0,Massachusetts,4-year,13501.0,Public,In-State,,Board
2576,2019.0,Massachusetts,2-year,10606.0,Public,Out-of-State,Fees,Tuition
2577,2019.0,Massachusetts,4-year,30966.0,Public,Out-of-State,Fees,Tuition
2578,2019.0,Massachusetts,4-year,13501.0,Public,Out-of-State,Room,Board
2579,2019.0,Michigan,4-year,27936.0,Private,,Fees,Tuition
2580,2019.0,Michigan,4-year,10139.0,Private,,Room,Board
2581,2019.0,Michigan,2-year,9999999.0,Public,In-State,Fees,Tuition
2582,2019.0,Michigan,4-year,12888.0,Public,In-State,Fees,Tuition
2583,2019.0,Michigan,4-year,10488.0,Public,In-State,,Board
2584,2019.0,Michigan,2-year,6372.0,Public,Out-of-State,,Tuition
2585,9999.0,Michigan,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
2586,2019.0,Michigan,4-year,10488.0,Public,Out-of-State,Room,Board
2587,2019.0,Minnesota,4-year,9999999.0,Private,,,Tuition
2588,2019.0,Minnesota,4-year,10465.0,Private,,Room,Board
2589,2019.0,Minnesota,2-year,5389.0,Public,In-State,Fees,Tuition
2590,9999.0,Minnesota,4-year,11381.0,Public,In-State,Fees,Tuition
2591,2019.0,Minnesota,4-year,9479.0,Public,In-State,Room,Board
2592,2019.0,Minnesota,2-year,5947.0,Public,Out-of-State,Fees,Tuition
2593,2019.0,Minnesota,4-year,22780.0,Public,Out-of-State,Fees,Tuition
2594,2019.0,Minnesota,4-year,9479.0,Public,Out-of-State,Room,Board
2595,2019.0,Mississippi,4-year,17953.0,Private,,Fees,Tuition
2596,2019.0,Mississippi,4-year,8399.0,Private,,,Board
2597,2019.0,Mississippi,2-year,3262.0,Public,In-State,Fees,Tuition
2598,2019.0,Mississippi,4-year,8340.0,Public,In-State,Fees,Tuition
2599,2019.0,Mississippi,4-year,10051.0,Public,In-State,Room,Board
2600,2019.0,Mississippi,2-year,5709.0,Public,Out-of-State,Fees,Tuition
2601,2019.0,Mississippi,4-year,19942.0,Public,Out-of-State,Fees,Tuition
2602,2019.0,Mississippi,4-year,10051.0,Public,Out-of-State,Room,Board
2603,2019.0,Missouri,4-year,25417.0,Private,,Fees,Tuition
2604,2019.0,Missouri,4-year,10386.0,Private,,Room,Board
2605,2019.0,Missouri,2-year,3358.0,Public,In-State,,Tuition
2606,2019.0,Missouri,4-year,8554.0,Public,In-State,Fees,Tuition
2607,,,,,,,,
2608,2019.0,Missouri,2-year,6558.0,Public,Out-of-State,Fees,Tuition
2609,2019.0,Missouri,4-year,19914.0,Public,Out-of-State,Fees,Tuition
2610,,,,,,,,
2611,2019.0,Montana,4-year,25918.0,Private,,Fees,Tuition
2612,2019.0,Montana,4-year,9070.0,Private,,Room,Board
2613,9999.0,Montana,2-year,3756.0,Public,In-State,Fees,Tuition
2614,2019.0,Montana,4-year,6972.0,Public,In-State,Fees,Tuition
2615,2019.0,Montana,4-year,9632.0,Public,In-State,Room,Board
2616,2019.0,Montana,2-year,8394.0,Public,Out-of-State,,Tuition
2617,2019.0,Montana,4-year,24481.0,Public,Out-of-State,,Tuition
2618,2019.0,Montana,4-year,9632.0,Public,Out-of-State,,Board
2619,2019.0,Nebraska,4-year,25075.0,Private,,Fees,Tuition
2620,2019.0,Nebraska,4-year,9551.0,Private,,Room,Board
2621,,,,,,,,
2622,2019.0,Nebraska,4-year,8467.0,Public,In-State,Fees,Tuition
2623,2019.0,Nebraska,4-year,11084.0,Public,In-State,Room,Board
2624,2019.0,Nebraska,2-year,3985.0,Public,Out-of-State,Fees,Tuition
2625,2019.0,Nebraska,4-year,21516.0,Public,Out-of-State,Fees,Tuition
2626,2019.0,Nebraska,4-year,11084.0,Public,Out-of-State,Room,Board
2627,2019.0,Nevada,4-year,24423.0,Private,,Fees,Tuition
2628,2019.0,Nevada,4-year,13707.0,Private,,Room,Board
2629,2019.0,Nevada,4-year,5845.0,Public,In-State,Fees,Tuition
2630,9999.0,Nevada,4-year,11659.0,Public,In-State,Room,Board
2631,2019.0,Nevada,4-year,21125.0,Public,Out-of-State,Fees,Tuition
2632,2019.0,Nevada,4-year,11659.0,Public,Out-of-State,Room,Board
2633,2019.0,New Hampshire,4-year,33364.0,Private,,Fees,Tuition
2634,2019.0,New Hampshire,4-year,13588.0,Private,,,Board
2635,2019.0,New Hampshire,2-year,7599.0,Public,In-State,Fees,Tuition
2636,2019.0,New Hampshire,4-year,16329.0,Public,In-State,Fees,Tuition
2637,2019.0,New Hampshire,4-year,11816.0,Public,In-State,Room,Board
2638,2019.0,New Hampshire,2-year,16429.0,Public,Out-of-State,Fees,Tuition
2639,9999.0,New Hampshire,4-year,29447.0,Public,Out-of-State,Fees,Tuition
2640,2019.0,New Hampshire,4-year,11816.0,Public,Out-of-State,Room,Board
2641,2019.0,New Jersey,4-year,37329.0,Private,,Fees,Tuition
2642,2019.0,New Jersey,4-year,13716.0,Private,,Room,Board
2643,2019.0,New Jersey,2-year,4715.0,Public,In-State,Fees,Tuition
2644,2019.0,New Jersey,4-year,13963.0,Public,In-State,Fees,Tuition
2645,2019.0,New Jersey,4-year,9999999.0,Public,In-State,,Board
2646,2019.0,New Jersey,2-year,8257.0,Public,Out-of-State,Fees,Tuition
2647,,,,,,,,
2648,,,,,,,,
2649,2019.0,New Mexico,4-year,30137.0,Private,,Fees,Tuition
2650,2019.0,New Mexico,4-year,10069.0,Private,,Room,Board
2651,2019.0,New Mexico,2-year,1705.0,Public,In-State,Fees,Tuition
2652,2019.0,New Mexico,4-year,6902.0,Public,In-State,,Tuition
2653,2019.0,New Mexico,4-year,9354.0,Public,In-State,,Board
2654,2019.0,New Mexico,2-year,6698.0,Public,Out-of-State,Fees,Tuition
2655,2019.0,New Mexico,4-year,18350.0,Public,Out-of-State,Fees,Tuition
2656,2019.0,New Mexico,4-year,9999999.0,Public,Out-of-State,Room,Board
2657,9999.0,New York,4-year,40527.0,Private,,Fees,Tuition
2658,2019.0,New York,4-year,15214.0,Private,,Room,Board
2659,2019.0,New York,2-year,5367.0,Public,In-State,Fees,Tuition
2660,2019.0,New York,4-year,8184.0,Public,In-State,,Tuition
2661,2019.0,New York,4-year,14869.0,Public,In-State,,Board
2662,,,,,,,,
2663,2019.0,New York,4-year,22083.0,Public,Out-of-State,Fees,Tuition
2664,2019.0,New York,4-year,14869.0,Public,Out-of-State,Room,Board
2665,2019.0,North Carolina,4-year,33990.0,Private,,Fees,Tuition
2666,2019.0,North Carolina,4-year,9999999.0,Private,,Room,Board
2667,2019.0,North Carolina,2-year,2504.0,Public,In-State,Fees,Tuition
2668,2019.0,North Carolina,4-year,7174.0,Public,In-State,Fees,Tuition
2669,9999.0,North Carolina,4-year,10129.0,Public,In-State,Room,Board
2670,2019.0,North Carolina,2-year,8655.0,Public,Out-of-State,Fees,Tuition
2671,,,,,,,,
2672,2019.0,North Carolina,4-year,10129.0,Public,Out-of-State,Room,Board
2673,2019.0,North Dakota,4-year,15206.0,Private,,Fees,Tuition
2674,2019.0,North Dakota,4-year,7650.0,Private,,,Board
2675,2019.0,North Dakota,2-year,4895.0,Public,In-State,Fees,Tuition
2676,2019.0,North Dakota,4-year,8091.0,Public,In-State,Fees,Tuition
2677,,,,,,,,
2678,2019.0,North Dakota,2-year,9293.0,Public,Out-of-State,Fees,Tuition
2679,2019.0,North Dakota,4-year,15565.0,Public,Out-of-State,Fees,Tuition
2680,9999.0,North Dakota,4-year,9999999.0,Public,Out-of-State,Room,Board
2681,2019.0,Ohio,4-year,32597.0,Private,,Fees,Tuition
2682,2019.0,Ohio,4-year,11438.0,Private,,Room,Board
2683,2019.0,Ohio,2-year,4082.0,Public,In-State,Fees,Tuition
2684,2019.0,Ohio,4-year,10068.0,Public,In-State,Fees,Tuition
2685,2019.0,Ohio,4-year,12085.0,Public,In-State,Room,Board
2686,2019.0,Ohio,2-year,7300.0,Public,Out-of-State,Fees,Tuition
2687,2019.0,Ohio,4-year,24454.0,Public,Out-of-State,Fees,Tuition
2688,2019.0,Ohio,4-year,12085.0,Public,Out-of-State,Room,Board
2689,2019.0,Oklahoma,4-year,27694.0,Private,,,Tuition
2690,2019.0,Oklahoma,4-year,9754.0,Private,,Room,Board
2691,2019.0,Oklahoma,2-year,4112.0,Public,In-State,Fees,Tuition
2692,2019.0,Oklahoma,4-year,7866.0,Public,In-State,Fees,Tuition
2693,2019.0,Oklahoma,4-year,8866.0,Public,In-State,Room,Board
2694,2019.0,Oklahoma,2-year,9393.0,Public,Out-of-State,Fees,Tuition
2695,2019.0,Oklahoma,4-year,21526.0,Public,Out-of-State,Fees,Tuition
2696,2019.0,Oklahoma,4-year,8866.0,Public,Out-of-State,,Board
2697,2019.0,Oregon,4-year,40597.0,Private,,Fees,Tuition
2698,9999.0,Oregon,4-year,12439.0,Private,,Room,Board
2699,2019.0,Oregon,2-year,4709.0,Public,In-State,Fees,Tuition
2700,2019.0,Oregon,4-year,10286.0,Public,In-State,Fees,Tuition
2701,2019.0,Oregon,4-year,9999999.0,Public,In-State,Room,Board
2702,2019.0,Oregon,2-year,8779.0,Public,Out-of-State,Fees,Tuition
2703,2019.0,Oregon,4-year,30929.0,Public,Out-of-State,Fees,Tuition
2704,2019.0,Oregon,4-year,12299.0,Public,Out-of-State,Room,Board
2705,2019.0,Pennsylvania,4-year,41703.0,Private,,Fees,Tuition
2706,2019.0,Pennsylvania,4-year,13545.0,Private,,Room,Board
2707,2019.0,Pennsylvania,2-year,5284.0,Public,In-State,Fees,Tuition
2708,2019.0,Pennsylvania,4-year,14812.0,Public,In-State,Fees,Tuition
2709,2019.0,Pennsylvania,4-year,11475.0,Public,In-State,Room,Board
2710,2019.0,Pennsylvania,2-year,14111.0,Public,Out-of-State,Fees,Tuition
2711,2019.0,Pennsylvania,4-year,28527.0,Public,Out-of-State,,Tuition
2712,2019.0,Pennsylvania,4-year,11475.0,Public,Out-of-State,Room,Board
2713,2019.0,Rhode Island,4-year,42108.0,Private,,,Tuition
2714,2019.0,Rhode Island,4-year,15068.0,Private,,,Board
2715,2019.0,Rhode Island,2-year,4564.0,Public,In-State,Fees,Tuition
2716,2019.0,Rhode Island,4-year,12576.0,Public,In-State,Fees,Tuition
2717,2019.0,Rhode Island,4-year,12250.0,Public,In-State,Room,Board
2718,2019.0,Rhode Island,2-year,12156.0,Public,Out-of-State,Fees,Tuition
2719,2019.0,Rhode Island,4-year,29998.0,Public,Out-of-State,Fees,Tuition
2720,2019.0,Rhode Island,4-year,12250.0,Public,Out-of-State,Room,Board
2721,2019.0,SC,4-year,25621.0,Private,,Fees,Tuition
2722,2019.0,SC,4-year,9553.0,Private,,Room,Board
2723,2019.0,SC,2-year,4728.0,Public,In-State,Fees,Tuition
2724,,,,,,,,
2725,2019.0,SC,4-year,10100.0,Public,In-State,Room,Board
2726,2019.0,SC,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
2727,,,,,,,,
2728,2019.0,SC,4-year,10100.0,Public,Out-of-State,Room,Board
2729,2019.0,South Dakota,4-year,23252.0,Private,,Fees,Tuition
2730,2019.0,South Dakota,4-year,9999999.0,Private,,,Board
2731,9999.0,South Dakota,2-year,6170.0,Public,In-State,Fees,Tuition
2732,2019.0,South Dakota,4-year,8772.0,Public,In-State,Fees,Tuition
2733,2019.0,South Dakota,4-year,8076.0,Public,In-State,Room,Board
2734,,,,,,,,
2735,2019.0,South Dakota,4-year,12465.0,Public,Out-of-State,Fees,Tuition
2736,2019.0,South Dakota,4-year,8076.0,Public,Out-of-State,Room,Board
2737,2019.0,Tennessee,4-year,28080.0,Private,,Fees,Tuition
2738,9999.0,Tennessee,4-year,10491.0,Private,,Room,Board
2739,,,,,,,,
2740,,,,,,,,
2741,2019.0,Tennessee,4-year,9924.0,Public,In-State,Room,Board
2742,2019.0,Tennessee,2-year,16582.0,Public,Out-of-State,Fees,Tuition
2743,,,,,,,,
2744,2019.0,Tennessee,4-year,9924.0,Public,Out-of-State,Room,Board
2745,2019.0,Texas,4-year,34476.0,Private,,Fees,Tuition
2746,2019.0,Texas,4-year,11792.0,Private,,Room,Board
2747,2019.0,Texas,2-year,2259.0,Public,In-State,Fees,Tuition
2748,2019.0,Texas,4-year,8678.0,Public,In-State,Fees,Tuition
2749,,,,,,,,
2750,2019.0,Texas,2-year,9999999.0,Public,Out-of-State,Fees,Tuition
2751,2019.0,Texas,4-year,25031.0,Public,Out-of-State,Fees,Tuition
2752,2019.0,Texas,4-year,10101.0,Public,Out-of-State,Room,Board
2753,2019.0,UT,4-year,7852.0,Private,,Fees,Tuition
2754,2019.0,UT,4-year,7952.0,Private,,Room,Board
2755,2019.0,UT,2-year,3843.0,Public,In-State,Fees,Tuition
2756,2019.0,UT,4-year,9999999.0,Public,In-State,Fees,Tuition
2757,2019.0,UT,4-year,7658.0,Public,In-State,Room,Board
2758,2019.0,UT,2-year,12206.0,Public,Out-of-State,Fees,Tuition
2759,2019.0,UT,4-year,21557.0,Public,Out-of-State,,Tuition
2760,2019.0,UT,4-year,7658.0,Public,Out-of-State,Room,Board
2761,2019.0,VT,4-year,44068.0,Private,,Fees,Tuition
2762,2019.0,VT,4-year,14069.0,Private,,Room,Board
2763,2019.0,VT,2-year,7120.0,Public,In-State,Fees,Tuition
2764,2019.0,VT,4-year,16604.0,Public,In-State,,Tuition
2765,2019.0,VT,4-year,12077.0,Public,In-State,Room,Board
2766,2019.0,VT,2-year,14090.0,Public,Out-of-State,Fees,Tuition
2767,,,,,,,,
2768,2019.0,VT,4-year,9999999.0,Public,Out-of-State,Room,Board
2769,2019.0,Virginia,4-year,23380.0,Private,,Fees,Tuition
2770,2019.0,Virginia,4-year,11089.0,Private,,Room,Board
2771,2019.0,Virginia,2-year,5241.0,Public,In-State,,Tuition
2772,2019.0,Virginia,4-year,13413.0,Public,In-State,Fees,Tuition
2773,2019.0,Virginia,4-year,11080.0,Public,In-State,Room,Board
2774,2019.0,Virginia,2-year,11455.0,Public,Out-of-State,Fees,Tuition
2775,2019.0,Virginia,4-year,34890.0,Public,Out-of-State,Fees,Tuition
2776,2019.0,Virginia,4-year,11080.0,Public,Out-of-State,Room,Board
2777,2019.0,WA,4-year,38754.0,Private,,Fees,Tuition
2778,2019.0,WA,4-year,12120.0,Private,,Room,Board
2779,,,,,,,,
2780,2019.0,WA,4-year,7036.0,Public,In-State,Fees,Tuition
2781,2019.0,WA,4-year,12236.0,Public,In-State,Room,Board
2782,2019.0,WA,2-year,5691.0,Public,Out-of-State,Fees,Tuition
2783,,,,,,,,
2784,2019.0,WA,4-year,12236.0,Public,Out-of-State,Room,Board
2785,2019.0,West Virginia,4-year,12513.0,Private,,Fees,Tuition
2786,2019.0,West Virginia,4-year,9379.0,Private,,Room,Board
2787,2019.0,West Virginia,2-year,4276.0,Public,In-State,Fees,Tuition
2788,2019.0,West Virginia,4-year,8016.0,Public,In-State,Fees,Tuition
2789,2019.0,West Virginia,4-year,10446.0,Public,In-State,Room,Board
2790,,,,,,,,
2791,2019.0,West Virginia,4-year,21996.0,Public,Out-of-State,Fees,Tuition
2792,2019.0,West Virginia,4-year,10446.0,Public,Out-of-State,Room,Board
2793,2019.0,Wisconsin,4-year,9999999.0,Private,,Fees,Tuition
2794,2019.0,Wisconsin,4-year,10845.0,Private,,Room,Board
2795,2019.0,Wisconsin,2-year,4411.0,Public,In-State,Fees,Tuition
2796,2019.0,Wisconsin,4-year,8697.0,Public,In-State,Fees,Tuition
2797,2019.0,Wisconsin,4-year,8475.0,Public,In-State,Room,Board
2798,2019.0,Wisconsin,2-year,6408.0,Public,Out-of-State,Fees,Tuition
2799,2019.0,Wisconsin,4-year,25063.0,Public,Out-of-State,Fees,Tuition
2800,2019.0,Wisconsin,4-year,8475.0,Public,Out-of-State,Room,Board
2801,,,,,,,,
2802,2019.0,Wyoming,4-year,4596.0,Public,In-State,Fees,Tuition
2803,,,,,,,,
2804,2019.0,Wyoming,2-year,7752.0,Public,Out-of-State,,Tuition
2805,2019.0,Wyoming,4-year,9999999.0,Public,Out-of-State,Fees,Tuition
2806,2019.0,Wyoming,4-year,10043.0,Public,Out-of-State,Room,Board
2807,2020.0,Alabama,4-year,9999999.0,Private,,,Tuition
2808,2020.0,Alabama,4-year,10344.0,Private,,Room,Board
2809,2020.0,Alabama,2-year,4854.0,Public,In-State,Fees,Tuition
2810,2020.0,Alabama,4-year,10323.0,Public,In-State,Fees,Tuition
2811,2020.0,Alabama,4-year,10175.0,Public,In-State,Room,Board
2812,,,,,,,,
2813,2020.0,Alabama,4-year,26517.0,Public,Out-of-State,,Tuition
2814,2020.0,Alabama,4-year,10175.0,Public,Out-of-State,,Board
2815,2020.0,Alaska,4-year,19682.0,Private,,Fees,Tuition
2816,2020.0,Alaska,4-year,8092.0,Private,,Room,Board
2817,,,,,,,,
2818,9999.0,Alaska,4-year,11322.0,Public,In-State,,Board
2819,2020.0,Alaska,4-year,26767.0,Public,Out-of-State,Fees,Tuition
2820,,,,,,,,
2821,2020.0,Arizona,4-year,12895.0,Private,,Fees,Tuition
2822,2020.0,Arizona,4-year,9757.0,Private,,Room,Board
2823,2020.0,Arizona,2-year,2151.0,Public,In-State,Fees,Tuition
2824,2020.0,Arizona,4-year,11072.0,Public,In-State,Fees,Tuition
2825,2020.0,Arizona,4-year,12944.0,Public,In-State,Room,Board
2826,9999.0,Arizona,2-year,7642.0,Public,Out-of-State,Fees,Tuition
2827,2020.0,Arizona,4-year,27417.0,Public,Out-of-State,,Tuition
2828,9999.0,Arizona,4-year,12944.0,Public,Out-of-State,,Board
2829,,,,,,,,
2830,2020.0,AR,4-year,9999999.0,Private,,Room,Board
2831,2020.0,AR,2-year,3398.0,Public,In-State,Fees,Tuition
2832,2020.0,AR,4-year,8689.0,Public,In-State,Fees,Tuition
2833,2020.0,AR,4-year,9535.0,Public,In-State,,Board
2834,2020.0,AR,2-year,4688.0,Public,Out-of-State,Fees,Tuition
2835,2020.0,AR,4-year,21460.0,Public,Out-of-State,Fees,Tuition
2836,2020.0,AR,4-year,9535.0,Public,Out-of-State,Room,Board
